key;value
4320316192981504;[EMPTY]
4320320487948800;[EMPTY]
4320324782916096;[EMPTY]
4320329077883392;[EMPTY]
4320333372850688;Rotator
4320337667817984;Fountain Flower Decoration
4320341962785280;Flower Machine
4320346257752576;Flower Machine
4320350552719872;Desert Ancients Totem
4320354847687168;Bloodstain
4320359142654464;[EMPTY]
4320363437621760;Marni's Transporter Check Parts
4320367732589056;Tarnished Water Pot
4320372027556352;Light Brown Water Pot
4320376322523648;Fan
4320380617490944;Fan Blade
4320384912458240;[EMPTY]
4320389207425536;Tree
4320393502392832;Cogwheel
4320397797360128;Crane Cogwheel
4320402092327424;Table
4320406387294720;Blizzard
4320410682262016;Stone Lantern
4320414977229312;Abyss Answer Board
4320419272196608;Abyss Turning Disk
4320423567163904;Abyss Turning Disk
4320427862131200;Floating Chair
4320432157098496;Floating Desk
4320436452065792;Silver Pouch
4320440747033088;Tree
4320445042000384;Banker's Dice Table
4320449336967680;Banker's Dice
4320453631934976;Abyss Circuit Board
4320457926902272;Flying Fortress Orbian Cog Piloting Unit Switch Base
4320462221869568;Flying Fortress Orbian Roof Cog Piloting Unit Switch Base
4320466516836864;Stone Worm for Docking
4320470811804160;Stone Worm for Docking
4320475106771456;Stone Worm for Docking
4320479401738752;Stone Worm for Docking
4320483696706048;Stone Worm for Docking
4320487991673344;Stone Worm for Docking
4320492286640640;Stone Worm for Docking
4320496581607936;Stone Worm for Docking
4320500876575232;Stone Worm for Docking
4320505171542528;Lower Part of the Columnar Joint Tower
4320509466509824;Lower Part of the Columnar Joint Brick Tower
4320513761477120;Dark Lower Part of the Columnar Joint Tower
4320518056444416;Top of the Columnar Joint Tower
4320522351411712;Camera Preset
4320526646379008;Nest
4320530941346304;Bait Bomb
4320535236313600;Wagon Atop a Tree
4320539531280896;Statue of the Goddess
4320543826248192;Gold Vein Rock
4320548121215488;[EMPTY]
4320552416182784;Abyss Mural
4320556711150080;Abyss Gate Switch
4320561006117376;Stone
4320565301084672;Prickling Thorny Vines
4320569596051968;Prickling Thorny Vines
4320573891019264;Prickling Thorny Vines
4320578185986560;Prickling Thorny Vines
4320582480953856;Prickling Thorny Vines
4320586775921152;Prickling Thorny Vines
4320591070888448;Flying Thunder Chariot Deck
4320595365855744;Marni's Transporter
4320599660823040;Disk
4320603955790336;Disk
4320608250757632;Disk
4320612545724928;Lever
4320616840692224;Bell
4320621135659520;Bell
4320625430626816;Bell Mounting Parts
4320629725594112;Bell Mounting Parts
4320634020561408;Rotating Section
4320638315528704;Lightning Crusher Cogwheel Tuner
4320642610496000;Snow Mountain Stone Owl Body
4320646905463296;Snow Mountain Stone Owl Elite Body
4320651200430592;[EMPTY]
4320655495397888;[EMPTY]
4320659790365184;[EMPTY]
4320664085332480;[EMPTY]
4320668380299776;[EMPTY]
4320672675267072;[EMPTY]
4320676970234368;[EMPTY]
4320681265201664;[EMPTY]
4320685560168960;[EMPTY]
4320689855136256;Top of the Columnar Joint Brick Tower
4320694150103552;[EMPTY]
4320698445070848;[EMPTY]
4320702740038144;[EMPTY]
4320707035005440;[EMPTY]
4320711329972736;Top Part of the Dark Columnar Joint Tower
4320715624940032;[EMPTY]
4320719919907328;[EMPTY]
4320724214874624;[EMPTY]
4320728509841920;[EMPTY]
4320732804809216;[EMPTY]
4320737099776512;[EMPTY]
4320741394743808;[EMPTY]
4320745689711104;Abyss Barrier
4320749984678400;[EMPTY]
4320754279645696;Floor
4320758574612992;Columnar Joint Tower Rotating Section
4320762869580288;[EMPTY]
4320767164547584;Stone Owl Firing Unit
4320771459514880;[EMPTY]
4320775754482176;[EMPTY]
4320780049449472;Columnar Joint Tower Firing Unit
4320784344416768;Stone Worm for Docking
4320788639384064;[EMPTY]
4320792934351360;[EMPTY]
4320797229318656;Abyss Force Palm Switch Part
4320801524285952;Stone Worm for Docking
4320805819253248;Stone Worm for Docking
4320810114220544;Abyss Force Palm Switch Body
4320814409187840;Abyss Force Palm Switch Button
4320818704155136;Stone Worm for Docking
4320822999122432;Stone Worm for Docking
4320827294089728;[EMPTY]
4320831589057024;[EMPTY]
4320835884024320;[EMPTY]
4320840178991616;[EMPTY]
4320844473958912;Abyss Square Core
4320848768926208;Abyss Ray
4320853063893504;Abyss Deco Lighting (Desert)
4320857358860800;Abyss Receiver
4320861653828096;Abyss Barrier Parts
4320865948795392;Abyss Battery
4320870243762688;Abyss Circuit Wire
4320874538729984;Abyss Circuit Wire
4320878833697280;Abyss Circuit Wire
4320883128664576;Abyss-Reversing Circuit
4320887423631872;Abyss Large Barrier Gate
4320891718599168;Abyss Platform Parts
4320896013566464;Visione Reflective Mirror Part
4320900308533760;Stone Worm for Docking
4320904603501056;Stone Worm for Docking
4320908898468352;Reflector
4320913193435648;Abyss Circuit Board
4320917488402944;Circuit Board
4320921783370240;Magnetic Floor
4320926078337536;Vacuum Energy Cell
4320930373304832;Abyss Decor Lighting
4320934668272128;Rotating Ring 01
4320938963239424;Lantern Hanger
4320943258206720;Master Du's Lantern Rope
4320947553174016;Crow Bomb
4320951848141312;Master Du's Rope Parts
4320956143108608;Rotating Ring 02
4320960438075904;Platform
4320964733043200;Platform Parts
4320969028010496;Abyss Laser Switch
4320973322977792;Stone Worm for Docking
4320977617945088;Stone Worm for Docking
4320981912912384;Abyss Visione Indicator
4320986207879680;Abyss Visione Indicator
4320990502846976;Abyss Visione Indicator
4320994797814272;Abyss Power Supply Parts
4320999092781568;Abyss Power Supply Parts
4321003387748864;Abyss Power Supply Parts
4321007682716160;[EMPTY]
4321011977683456;Abyss Power Supply
4321016272650752;Abyss Magnetic Conductor
4321020567618048;Abyss Magnetic Battery
4321020567720450;Abyss Magnetic Battery
4321024862585344;Abyss Illuminant
4321029157552640;Abyss Gear
4321033452519936;Abyss Deco EM Game Mechanic
4321037747487232;[EMPTY]
4321042042454528;Secret Space
4321046337421824;[EMPTY]
4321050632389120;Axiom Force Switch
4321054927356416;Abyss Decor Lighting
4321059222323712;Base of The Abyss Support Leg
4321063517291008;Abyss Support Leg
4321067812258304;Abyss Lifting Wall
4321072107225600;Wall
4321076402192896;Push Switch Wall
4321080697160192;Push Switch
4321084992127488;Push Switch
4321089287094784;Push Switch
4321093582062080;Push Switch
4321097877029376;Push Switch
4321102171996672;Push Switch
4321106466963968;Push Switch
4321110761931264;Push Switch
4321115056898560;Push Switch
4321119351865856;[EMPTY]
4321123646833152;Slot Machine
4321127941800448;Abyss Maze Circuit Door
4321132236767744;Abyss Maze Circuit Door
4321136531735040;Abyss Circuit Wire
4321140826702336;Abyss Circuit Wire
4321145121669632;Abyss Circuit Wire
4321149416636928;Abyss Circuit Wire
4321153711604224;Abyss Teleportation Device
4321158006571520;Mirror
4321162301538816;Slot Machine
4321166596506112;Abyss Floating Stone
4321170891473408;Abyss Floating Stone - Desert Type
4321175186440704;Abyss Floating Stone
4321179481408000;Abyss Floating Stone - Desert Type
4321183776375296;Palisade Wall
4321188071342592;[EMPTY]
4321192366309888;Brawl Signboard
4321196661277184;Abyss Pillar Height Matching: Operator
4321200956244480;[EMPTY]
4321205251211776;[EMPTY]
4321209546179072;Pillar
4321213841146368;Abyss Stone Tablet
4321218136113664;Abyss Stone Tablet
4321222431080960;Abyss Stone Tablet
4321226726048256;Stone Tablet
4321231021015552;Stone Tablet
4321235315982848;Stone Tablet
4321239610950144;Circuit Point
4321243905917440;[EMPTY]
4321248200884736;Steam Engine Passenger Carriage
4321252495852032;Gate
4321256790819328;Abyss Receiver Platform
4321261085786624;Abyss Receiver Platform
4321265380753920;Sanctum Reward Game Mechanic
4321269675721216;Sanctum Reward Game Mechanic
4321273970688512;Sanctum Reward Game Mechanic
4321278265655808;Sanctum Reward Game Mechanic
4321282560623104;Sanctum Reward Game Mechanic
4321286855590400;Sanctum Reward Game Mechanic
4321291150557696;Sanctum Reward Game Mechanic
4321295445524992;White King's Candlestick
4321295445627394;Wall-mounted Candle
4321299740492288;Moving Sawblade
4321304035459584;Hexe Marie's Earring
4321308330426880;Abyss Maze Circuit Door
4321312625394176;Items
4321316920361472;Marni's Mecha Missile Pack
4321316920463874;Marni's Mecha Missile Pack
4321321215328768;The Beholder
4321321215431170;A lamp crafted from the antlers of a White Elk. Having watched over the territories from frozen canyons for millennia, these antlers exude an intimidation worthy of their reputation.
4321325510296064;Hanging Lantern
4321329805263360;Lightning Laser Device
4321334100230656;Rotating Giant Abyss
4321338395197952;Inside of Rotating Giant Abyss
4321342690165248;Laser Stand
4321346985132544;Nightmare Burner
4321346985234946;A dreamcatcher crafted from Phoenix feathers. A sun-like heat radiates from the feathers of a creature said to cycle through death and revival within the flames.
4321351280099840;Drawer
4321355575067136;[EMPTY]
4321359870034432;Laser Stand
4321364165001728;Lightning Cube
4321368459969024;Laser Stand
4321372754936320;Laser Stand
4321377049903616;Abyss Contola Cube Space Parts
4321381344870912;Abyss Contola Cube Space
4321385639838208;Aged Branch
4321385639940610;A side table crafted from Vine Deer antlers. Though shaped into furniture by an Artisan's Hand, it still carries a fresh floral scent.
4321389934805504;Abyss Golden Storage Barrier
4321394229772800;Abyss Battery Latch Part
4321398524740096;Abyss Illuminant Collider
4321402819707392;Prickling Thorny Vines
4321407114674688;[EMPTY]
4321411409641984;[EMPTY]
4321415704609280;[EMPTY]
4321419999576576;Cogwheel
4321424294543872;Cogwheel
4321428589511168;gimmick_puzzle_closet_0001_parts03
4321432884478464;Abyss Battery Latch Part
4321437179445760;Abyss Battery Latch Part
4321441474413056;Abyss Battery Latch
4321445769380352;Abyss Rail Battery
4321450064347648;[EMPTY]
4321454359314944;[EMPTY]
4321458654282240;Rotating Ring 02
4321462949249536;Laser Stand
4321467244216832;Laser Stand
4321471539184128;Rotating Giant Abyss Secret Space
4321475834151424;Magnetic Floor
4321480129118720;Magnetic Floor
4321484424086016;Magnetic Floor
4321488719053312;Magnetic Floor
4321493014020608;[EMPTY]
4321497308987904;Pororin Cat Tower
4321501603955200;Laser Rail Rotating Block
4321505898922496;Laser Rail Rotating Block
4321510193889792;Laser Rail Rotating Block
4321514488857088;Base of The Abyss Support Leg
4321518783824384;Abyss Support Leg
4321523078791680;Abyss Lifting Wall
4321527373758976;Wall
4321531668726272;Water
4321535963693568;Desert Abyss Stone Tablet
4321540258660864;Desert Abyss Stone Tablet
4321544553628160;Abyss Stone Tablet
4321548848595456;Stone Tablet
4321553143562752;Stone Tablet
4321557438530048;Stone Tablet
4321561733497344;Desert Abyss Circuit Point
4321566028464640;Fan Blade
4321570323431936;Fan
4321574618399232;Stacking Box
4321578913366528;Throne of the White Night
4321578913468930;A chair crafted from the fur and antlers of the White Deer. Adorned with the remains of a creature said to bring peace, this chair exudes majesty in any setting.
4321583208333824;Abyss Falling Fixed Platform Parts
4321587503301120;Inside the Inside of Rotating Giant Abyss
4321591798268416;Sand Dunes
4321596093235712;Mooring Vessel
4321600388203008;Rotating Giant Abyss Duo
4321604683170304;[EMPTY]
4321608978137600;[EMPTY]
4321613273104896;[EMPTY]
4321617568072192;[EMPTY]
4321621863039488;[EMPTY]
4321626158006784;[EMPTY]
4321630452974080;[EMPTY]
4321634747941376;Columnar Joint Puzzle Pillar
4321639042908672;[EMPTY]
4321643337875968;[EMPTY]
4321647632843264;[EMPTY]
4321651927810560;[EMPTY]
4321656222777856;[EMPTY]
4321660517745152;[EMPTY]
4321664812712448;[EMPTY]
4321669107679744;[EMPTY]
4321673402647040;[EMPTY]
4321677697614336;[EMPTY]
4321681992581632;[EMPTY]
4321686287548928;[EMPTY]
4321690582516224;[EMPTY]
4321694877483520;[EMPTY]
4321699172450816;[EMPTY]
4321703467418112;[EMPTY]
4321707762385408;[EMPTY]
4321712057352704;[EMPTY]
4321716352320000;[EMPTY]
4321720647287296;[EMPTY]
4321724942254592;[EMPTY]
4321729237221888;[EMPTY]
4321733532189184;[EMPTY]
4321737827156480;[EMPTY]
4321742122123776;[EMPTY]
4321746417091072;[EMPTY]
4321750712058368;[EMPTY]
4321755007025664;[EMPTY]
4321759301992960;[EMPTY]
4321763596960256;[EMPTY]
4321767891927552;[EMPTY]
4321772186894848;[EMPTY]
4321776481862144;[EMPTY]
4321780776829440;[EMPTY]
4321785071796736;[EMPTY]
4321789366764032;[EMPTY]
4321793661731328;Chimney
4321797956698624;Entrance
4321802251665920;Marni's Mechanical Tank Glass Cover
4321806546633216;Flying Fortress Orbian Circular Wall
4321810841600512;Flying Fortress Orbian Circular Wall
4321815136567808;Flying Fortress Orbian Circular Wall
4321819431535104;[EMPTY]
4321823726502400;[EMPTY]
4321828021469696;[EMPTY]
4321832316436992;[EMPTY]
4321836611404288;[EMPTY]
4321840906371584;[EMPTY]
4321845201338880;[EMPTY]
4321849496306176;[EMPTY]
4321853791273472;[EMPTY]
4321858086240768;[EMPTY]
4321862381208064;Bookshelf
4321866676175360;Speed Governor Operator
4321870971142656;Cover
4321875266109952;Abyss Platform Standard Parts
4321879561077248;Abyss Artifact
4321883856044544;Crane Component
4321888151011840;Abyss Illuminator
4321892445979136;Docu
4321896740946432;[EMPTY]
4321901035913728;Vacuum Energy Cell
4321905330881024;Abyss Deco EM Game Mechanic
4321909625848320;Abyss Deco EM Game Mechanic
4321913920815616;Abyss Deco EM Game Mechanic
4321918215782912;Abyss Deco EM Game Mechanic
4321922510750208;Abyss Deco EM Game Mechanic
4321926805717504;Abyss Decor Lighting
4321931100684800;Abyss Decor Lighting
4321935395652096;Abyss Deco EM Game Mechanic
4321939690619392;Abyss Deco EM Game Mechanic
4321943985586688;Abyss Deco EM Game Mechanic (Desert)
4321948280553984;Abyss Deco EM Game Mechanic
4321952575521280;4-sided Aximon Force Switch
4321956870488576;4-sided Aximon Force Switch
4321961165455872;Ice
4321965460423168;Desert Abyss Deco Game Mechanic Wheel
4321969755390464;Handwheel Component
4321974050357760;Docu
4321978345325056;Fishing hook
4321982640292352;Abyss Propeller
4321986935259648;Abyss Propeller
4321991230226944;Cogwheel
4321995525194240;Rowboat
4321999820161536;Rowboat
4322004115128832;Rowboat
4322008410096128;Rowboat
4322012705063424;Water
4322017000030720;Magnetic Platform
4322021294998016;Magnetic Platform
4322025589965312;Magnetic Platform
4322029884932608;Magnetic Platform
4322034179899904;Wardrobe
4322038474867200;Wardrobe Door
4322042769834496;Drink Bowl
4322047064801792;Magnetic Platform
4322051359769088;Drink Bowl Lid
4322055654736384;Magnetic Platform
4322059949703680;Magnetic Platform
4322064244670976;Trigger
4322068539638272;Rubber Tree Seed
4322072834605568;Magnetic Platform
4322077129572864;Magnetic Platform
4322081424540160;Docking Abyss Battery / Overcharged Fire
4322085719507456;Docking Abyss Battery / Overcharged Fire
4322090014474752;Demeniss Bell Tower Lever
4322094309442048;Demeniss Bell Tower Rail
4322098604409344;Small Sky Galleon
4322102899376640;Airship Itano Turret Firing Unit (Short Attack Range)
4322107194343936;Docu
4322111489311232;Magnetic Platform
4322115784278528;[EMPTY]
4322120079245824;Pipe
4322124374213120;Wagon Cargo Hold
4322128669180416;Shai's Pendant
4322132964147712;Barrage Generator Operator
4322137259115008;Shai's Shining Pendant
4322141554082304;[EMPTY]
4322145849049600;Giant Turret
4322150144016896;Inside the Abyss Mural
4322154438984192;[EMPTY]
4322158733951488;[EMPTY]
4322163028918784;[EMPTY]
4322167323886080;[EMPTY]
4322171618853376;[EMPTY]
4322175913820672;[EMPTY]
4322180208787968;[EMPTY]
4322184503755264;[EMPTY]
4322188798722560;[EMPTY]
4322193093689856;[EMPTY]
4322197388657152;[EMPTY]
4322201683624448;[EMPTY]
4322205978591744;[EMPTY]
4322210273559040;[EMPTY]
4322214568526336;[EMPTY]
4322218863493632;[EMPTY]
4322223158460928;[EMPTY]
4322227453428224;[EMPTY]
4322231748395520;[EMPTY]
4322236043362816;[EMPTY]
4322240338330112;[EMPTY]
4322244633297408;Notice Board
4322248928264704;[EMPTY]
4322253223232000;[EMPTY]
4322257518199296;[EMPTY]
4322261813166592;[EMPTY]
4322266108133888;[EMPTY]
4322270403101184;[EMPTY]
4322274698068480;[EMPTY]
4322278993035776;[EMPTY]
4322283288003072;[EMPTY]
4322287582970368;[EMPTY]
4322291877937664;[EMPTY]
4322296172904960;[EMPTY]
4322300467872256;Abyss Fixed Platform
4322304762839552;Abyss Platform Standard Parts
4322309057806848;Abyss Deco EM Game Mechanic
4322313352774144;Abyss Deco EM Game Mechanic
4322317647741440;Abyss Deco EM Game Mechanic
4322321942708736;Abyss Deco EM Game Mechanic
4322326237676032;[EMPTY]
4322330532643328;Abyss Deco EM Game Mechanic
4322334827610624;Abyss Deco EM Game Mechanic
4322339122577920;Abyss Deco EM Game Mechanic
4322343417545216;Abyss Deco EM Game Mechanic
4322347712512512;Abyss Deco EM Game Mechanic
4322352007479808;Abyss Deco EM Game Mechanic
4322356302447104;Abyss Deco EM Game Mechanic
4322360597414400;Abyss Deco EM Game Mechanic
4322364892381696;Abyss Deco EM Game Mechanic
4322369187348992;Abyss Deco EM Game Mechanic
4322373482316288;Abyss Deco EM Game Mechanic
4322377777283584;Abyss Deco EM Game Mechanic
4322382072250880;Abyss Deco EM Game Mechanic
4322386367218176;Abyss Deco EM Game Mechanic
4322390662185472;Abyss Deco EM Game Mechanic
4322394957152768;Abyss Deco EM Game Mechanic
4322399252120064;Abyss Deco EM Game Mechanic
4322403547087360;Abyss Deco EM Game Mechanic
4322407842054656;Abyss Deco EM Game Mechanic
4322412137021952;Abyss Deco EM Game Mechanic
4322416431989248;Abyss Deco EM Game Mechanic
4322420726956544;Abyss Deco EM Game Mechanic
4322425021923840;Skybridge Alignment Device
4322429316891136;Abyss Deco EM Game Mechanic
4322433611858432;Abyss Deco EM Game Mechanic
4322437906825728;Abyss Deco EM Game Mechanic
4322442201793024;Abyss Deco EM Game Mechanic
4322446496760320;Antique Golden Dress Doll
4322450791727616;Master Du's Lantern Parts
4322455086694912;[EMPTY]
4322459381662208;Abyss Deco EM Game Mechanic
4322463676629504;[EMPTY]
4322467971596800;Abyss Current Pillar
4322472266564096;Fan Blade
4322476561531392;Fan Blade
4322480856498688;Fan
4322485151465984;Fan
4322489446433280;Docu
4322493741400576;Fan Blade
4322498036367872;Fan
4322502331335168;Rotating Ring
4322506626302464;Devil of the Reed Field Doll
4322510921269760;Elite Creature Large Power Core
4322515216237056;Vacuum Energy Cell
4322519511204352;Vacuum Energy Cell
4322523806171648;Abyss Disc
4322528101138944;Abyss Disc
4322532396106240;Abyss Disc
4322536691073536;Coin
4322540986040832;Small Box
4322545281008128;Small Box
4322549575975424;[EMPTY]
4322553870942720;[EMPTY]
4322558165910016;Small Box
4322562460877312;Small Box
4322566755844608;Small Box
4322571050811904;Small Box
4322575345779200;Small Box
4322579640746496;Small Box
4322583935713792;Clothing
4322588230681088;Marni's Device Part
4322592525648384;Marni's Device Part
4322596820615680;Marni's Device Part
4322601115582976;Clothing
4322605410550272;[EMPTY]
4322609705517568;[EMPTY]
4322614000484864;[EMPTY]
4322618295452160;[EMPTY]
4322622590419456;[EMPTY]
4322626885386752;[EMPTY]
4322631180354048;Trigger
4322635475321344;[EMPTY]
4322639770288640;[EMPTY]
4322644065255936;[EMPTY]
4322648360223232;[EMPTY]
4322652655190528;Deco Platform
4322656950157824;Floor
4322661245125120;Rowboat
4322665540092416;Dice
4322669835059712;[EMPTY]
4322674130027008;[EMPTY]
4322678424994304;[EMPTY]
4322682719961600;[EMPTY]
4322687014928896;Master Du's Lantern Rope
4322691309896192;[EMPTY]
4322695604863488;[EMPTY]
4322699899830784;[EMPTY]
4322704194798080;[EMPTY]
4322708489765376;[EMPTY]
4322712784732672;[EMPTY]
4322717079699968;[EMPTY]
4322721374667264;[EMPTY]
4322725669634560;[EMPTY]
4322729964601856;[EMPTY]
4322734259569152;[EMPTY]
4322738554536448;Abyss Turning Disk
4322742849503744;Abyss Barrier Slate
4322747144471040;Fine Jar
4322751439438336;Abyss Disc
4322755734405632;Abyss Deco EM Game Mechanic
4322760029372928;Ceiling
4322764324340224;Umbra Field Attack Gimmicks
4322768619307520;Contola Repeater
4322772914274816;Pipe
4322777209242112;Abyss Deco EM Game Mechanic
4322781504209408;Abyss Deco EM Game Mechanic
4322785799176704;Freshwater Clam
4322790094144000;Freshwater Clam
4322794389111296;Abyss Deco EM Game Mechanic
4322798684078592;Abyss Deco EM Game Mechanic
4322802979045888;Dungeon Platform
4322807274013184;[EMPTY]
4322811568980480;[EMPTY]
4322815863947776;[EMPTY]
4322820158915072;Pipe
4322824453882368;Pipe
4322828748849664;Pipe
4322833043816960;Pipe
4322837338784256;[EMPTY]
4322841633751552;Pipe
4322845928718848;[EMPTY]
4322850223686144;Pipe
4322854518653440;Pipe
4322858813620736;Pipe
4322863108588032;Pipe
4322867403555328;[EMPTY]
4322871698522624;Passage
4322875993489920;Passage
4322880288457216;Passage
4322884583424512;Passage
4322888878391808;Abyss – Lower Part of the Columnar Joint Tower
4322893173359104;Abyss – Top of the Columnar Joint Tower
4322897468326400;Abyss Lighthouse
4322901763293696;Abyss Artifact
4322906058260992;Tree
4322910353228288;Oak Barrel
4322914648195584;Box
4322918943162880;Pailune at Kliff House
4322923238130176;Tent
4322927533097472;Freshwater Clam
4322931828064768;Caltrop
4322936123032064;Caltrop Explosive Spawn
4322940417999360;Kliff House Roof (Level 2)
4322944712966656;Kliff House Roof (Stage 3)
4322949007933952;Hyperspace Completion Platform Parts 1
4322953302901248;Golden Goblin Statue
4322957597868544;EM Indicator
4322961892835840;EM Indicator
4322966187803136;EM Indicator
4322970482770432;EM Indicator
4322974777737728;EM Indicator
4322979072705024;EM Indicator
4322983367672320;EM Indicator
4322987662639616;EM Indicator
4322991957606912;EM Indicator
4322996252574208;Disorienting Bomb
4323000547541504;Marni's Device Part
4323004842508800;Button
4323009137476096;[EMPTY]
4323013432443392;[EMPTY]
4323017727410688;Pailune Floodgate
4323022022377984;Pailune Floodgate
4323026317345280;Drawer
4323030612312576;Drawer
4323034907279872;Drawer
4323039202247168;Button
4323043497214464;Game Mechanic for Creating Lightning Attack Domain (1m Box Floor)
4323047792181760;Wall
4323052087149056;Drawer
4323056382116352;Drawer
4323060677083648;Drawer
4323064972050944;Drawer
4323069267018240;Drawer
4323073561985536;Drawer
4323077856952832;Drawer
4323082151920128;Drawer
4323086446887424;Drawer
4323090741854720;Drawer
4323095036822016;Fireplace
4323099331789312;Extinguished Fireplace
4323103626756608;Flying Fortress Orbian Defense Barrier Core
4323107921723904;Stack of Coins (Spawn)
4323112216691200;Stack of Coins (Spawn)
4323116511658496;Stack of Coins (Spawn)
4323120806625792;Stack of Coins (Spawn)
4323125101593088;Stack of Coins (Spawn)
4323129396560384;Stack of Coins (Spawn)
4323133691527680;Stack of Coins (Spawn)
4323137986494976;Stack of Coins (Spawn)
4323142281462272;Stack of Coins (Spawn)
4323146576429568;Stack of Coins (Spawn)
4323150871396864;Stack of Coins (Spawn)
4323155166364160;Stack of Coins (Spawn)
4323159461331456;Stack of Coins (Spawn)
4323163756298752;Stack of Coins (Spawn)
4323168051266048;Stack of Coins (Spawn)
4323172346233344;Stack of Coins (Spawn)
4323176641200640;Stack of Coins (Spawn)
4323180936167936;Stack of Coins (Spawn)
4323185231135232;Stack of Coins (Spawn)
4323189526102528;Stack of Coins (Spawn)
4323193821069824;Docu
4323198116037120;Drawer
4323202411004416;Drawer
4323206705971712;Platform
4323211000939008;Platform
4323215295906304;Platform
4323219590873600;Jar
4323223885840896;Jar
4323228180808192;Jar
4323232475775488;Jar
4323236770742784;Jar
4323241065710080;Jar
4323245360677376;Jar
4323249655644672;Pottery
4323253950611968;Jar
4323258245579264;Jar
4323262540546560;Jar
4323266835513856;Wooden Door
4323271130481152;Sotdae
4323275425448448;Sotdae
4323279720415744;Sotdae
4323284015383040;Sotdae
4323288310350336;Sotdae
4323292605317632;Sotdae
4323296900284928;Sotdae
4323301195252224;Sotdae
4323305490219520;Sotdae
4323309785186816;Sotdae
4323314080154112;Stack of Coins (Bet)
4323318375121408;Docu
4323322670088704;Docu
4323326965056000;Docu
4323331260023296;Docu
4323335554990592;Docu
4323339849957888;Docu
4323344144925184;Docu
4323348439892480;Cabinet
4323352734859776;Docu
4323357029827072;Docu
4323361324794368;Docu
4323365619761664;Docu
4323369914728960;Docu
4323374209696256;Docu
4323378504663552;Docu
4323382799630848;Docu
4323387094598144;Docu
4323391389565440;Docu
4323395684532736;Docu
4323399979500032;Docu
4323404274467328;Wooden Sotdae Stand
4323408569434624;Stone Sotdae Stand
4323412864401920;Sotdae Stand
4323417159369216;Cabinet
4323421454336512;Cabinet
4323425749303808;Reddish-Brown Jar
4323425749406210;Reddish-brown Jar
4323430044271104;Earth-Colored Jar
4323430044373506;Earth-colored Jar
4323434339238400;Cylindrical Red Clay Jar
4323438634205696;Cylindrical Clay Jar
4323442929172992;Old Round Jar
4323447224140288;Brown Round Jar
4323451519107584;Cabinet
4323455814074880;Cabinet
4323460109042176;Cabinet
4323464404009472;Cabinet
4323468698976768;Cabinet
4323472993944064;Cabinet
4323477288911360;Cabinet
4323481583878656;Cabinet
4323485878845952;Cabinet
4323490173813248;Wardrobe
4323494468780544;Wardrobe
4323498763747840;Wardrobe
4323503058715136;Wardrobe
4323507353682432;Cabinet
4323511648649728;Cabinet
4323515943617024;Cabinet
4323520238584320;Cabinet
4323524533551616;Cabinet
4323528828518912;Cabinet
4323533123486208;Cabinet
4323537418453504;Cabinet
4323541713420800;Cabinet
4323546008388096;Cabinet
4323550303355392;Cabinet
4323554598322688;Cabinet
4323558893289984;Cabinet
4323563188257280;Cabinet
4323567483224576;Cabinet
4323571778191872;Cabinet
4323576073159168;Cabinet
4323580368126464;Cabinet
4323584663093760;Cabinet
4323588958061056;Cabinet
4323593253028352;Cabinet
4323597547995648;[EMPTY]
4323601842962944;[EMPTY]
4323606137930240;[EMPTY]
4323610432897536;[EMPTY]
4323614727864832;[EMPTY]
4323619022832128;[EMPTY]
4323623317799424;[EMPTY]
4323627612766720;[EMPTY]
4323631907734016;[EMPTY]
4323636202701312;[EMPTY]
4323640497668608;[EMPTY]
4323644792635904;[EMPTY]
4323649087603200;[EMPTY]
4323653382570496;[EMPTY]
4323657677537792;[EMPTY]
4323661972505088;[EMPTY]
4323666267472384;[EMPTY]
4323670562439680;[EMPTY]
4323674857406976;[EMPTY]
4323679152374272;[EMPTY]
4323683447341568;[EMPTY]
4323687742308864;[EMPTY]
4323692037276160;[EMPTY]
4323696332243456;[EMPTY]
4323700627210752;[EMPTY]
4323704922178048;[EMPTY]
4323709217145344;[EMPTY]
4323713512112640;[EMPTY]
4323717807079936;[EMPTY]
4323722102047232;[EMPTY]
4323726397014528;[EMPTY]
4323730691981824;[EMPTY]
4323734986949120;[EMPTY]
4323739281916416;[EMPTY]
4323743576883712;[EMPTY]
4323747871851008;[EMPTY]
4323752166818304;[EMPTY]
4323756461785600;[EMPTY]
4323760756752896;[EMPTY]
4323765051720192;[EMPTY]
4323769346687488;[EMPTY]
4323773641654784;[EMPTY]
4323777936622080;[EMPTY]
4323782231589376;[EMPTY]
4323786526556672;[EMPTY]
4323790821523968;[EMPTY]
4323795116491264;[EMPTY]
4323799411458560;[EMPTY]
4323803706425856;[EMPTY]
4323808001393152;[EMPTY]
4323812296360448;[EMPTY]
4323816591327744;[EMPTY]
4323820886295040;[EMPTY]
4323825181262336;[EMPTY]
4323829476229632;[EMPTY]
4323833771196928;[EMPTY]
4323838066164224;[EMPTY]
4323842361131520;Abyss Barrier No. 109
4323846656098816;Platform
4323850951066112;gimmick_abyss_valve_0001_base
4323855246033408;Lava
4323859541000704;Pillar Height Matching: Operator
4323863835968000;[EMPTY]
4323868130935296;[EMPTY]
4323872425902592;Pillar
4323876720869888;Pillar Height Matching Cogwheel
4323881015837184;Bowl
4323885310804480;Decorative Iron Plate
4323889605771776;[EMPTY]
